so_id,customer_id,warehouse_id,employee_id,order_date,ship_date,status
161,1355,5,27,2023-11-05,2023-11-07,shipped
162,217,7,95,2023-04-13,2023-04-16,delivered
163,183,10,50,2026-04-29,2026-05-04,delivered
164,952,10,34,2024-07-02,2024-07-05,delivered
165,1658,7,249,2024-10-17,2024-10-20,delivered
166,1563,9,145,2023-01-31,2023-02-01,delivered
167,559,4,274,2023-07-14,2023-07-16,delivered
168,1912,7,79,2025-07-14,2025-07-15,delivered
169,703,8,259,2025-06-09,2025-06-11,delivered
170,120,1,72,2024-05-28,2024-05-30,delivered
171,1579,9,151,2024-08-20,2024-08-25,delivered
172,730,10,201,2023-02-07,2023-02-10,delivered
173,376,5,190,2023-02-02,,pending
174,1777,6,119,2025-01-17,,pending
175,1844,8,238,2023-02-06,2023-02-07,delivered
176,814,7,47,2024-01-12,2024-01-15,delivered
177,658,2,81,2025-07-18,2025-07-21,delivered
178,1934,3,68,2023-02-09,2023-02-11,delivered
179,590,5,252,2023-01-03,2023-01-08,delivered
180,1090,5,299,2023-07-11,2023-07-13,delivered
181,236,4,35,2024-12-19,2024-12-23,delivered
182,1245,7,48,2024-04-17,,cancelled
183,1786,7,170,2026-07-08,2026-07-13,delivered
184,1900,7,167,2026-01-17,2026-01-20,shipped
185,633,6,209,2025-04-10,2025-04-12,delivered
186,411,1,69,2023-07-24,2023-07-27,delivered
187,854,7,124,2024-09-23,2024-09-26,delivered
188,1542,6,216,2024-03-24,2024-03-25,delivered
189,1336,3,189,2024-02-14,,cancelled
190,39,6,134,2024-09-22,2024-09-23,delivered
191,672,7,88,2023-03-13,2023-03-17,delivered
192,969,9,85,2024-06-22,2024-06-23,delivered
193,1419,6,190,2026-07-27,2026-07-30,delivered
194,595,10,285,2025-06-20,2025-06-22,delivered
195,628,7,136,2023-12-17,2023-12-21,delivered
196,1179,9,37,2023-06-29,2023-07-04,delivered
197,584,2,255,2025-07-20,2025-07-22,delivered
198,1859,9,293,2024-10-06,2024-10-09,delivered
199,1315,1,12,2024-07-19,2024-07-21,delivered
200,618,4,101,2023-11-13,2023-11-15,delivered
201,1411,8,87,2024-05-16,2024-05-19,delivered
202,1720,6,105,2024-12-13,,cancelled
203,128,3,129,2023-11-15,2023-11-18,delivered
204,873,4,183,2024-02-01,2024-02-04,shipped
205,1528,7,233,2023-08-20,2023-08-21,delivered
206,1761,1,238,2025-02-09,2025-02-14,delivered
207,1124,10,255,2024-11-17,,pending
208,92,10,207,2026-05-15,2026-05-20,delivered
209,1369,6,55,2023-09-09,2023-09-12,delivered
210,94,3,63,2025-08-17,,pending
211,712,7,249,2025-06-11,,cancelled
212,822,4,131,2023-07-16,,cancelled
213,93,1,185,2024-10-28,2024-10-31,delivered
214,1878,5,58,2024-07-19,2024-07-23,delivered
215,1300,4,130,2024-02-24,2024-02-28,delivered
216,1187,5,285,2024-10-17,2024-10-21,delivered
217,898,9,108,2023-04-16,2023-04-18,delivered
218,1862,3,47,2024-03-24,2024-03-25,delivered
219,1244,6,67,2025-02-24,2025-02-27,shipped
220,73,7,296,2024-11-30,2024-12-01,delivered
221,1730,1,78,2025-09-28,2025-10-03,delivered
222,333,7,75,2025-02-16,2025-02-19,delivered
223,1035,4,165,2024-08-23,2024-08-27,shipped
224,1694,3,142,2025-05-20,2025-05-21,delivered
225,1996,3,181,2023-07-06,2023-07-09,delivered
226,896,8,144,2025-11-13,2025-11-16,shipped
227,1835,7,280,2023-01-02,2023-01-07,delivered
228,1289,10,177,2025-08-10,2025-08-13,delivered
229,928,10,167,2024-03-17,2024-03-18,delivered
230,455,3,263,2025-03-29,2025-03-31,delivered
231,1598,5,143,2023-12-07,2023-12-10,delivered
232,92,7,141,2026-07-25,,pending
233,1454,7,180,2024-03-07,,cancelled
234,841,2,22,2024-07-08,2024-07-09,shipped
235,386,3,300,2024-12-14,2024-12-16,delivered
236,863,9,175,2024-02-21,2024-02-22,delivered
237,792,8,2,2023-05-28,2023-05-29,delivered
238,1829,5,113,2026-02-28,2026-03-04,delivered
239,134,8,102,2023-05-12,2023-05-15,delivered
240,1740,6,37,2023-08-07,2023-08-11,delivered
241,1954,5,103,2026-01-26,2026-01-29,shipped
242,1188,9,102,2023-05-12,2023-05-17,delivered
243,1151,7,299,2023-03-31,2023-04-02,delivered
244,1578,4,286,2025-02-20,2025-02-23,delivered
245,1357,8,197,2024-03-06,2024-03-10,delivered
246,620,5,236,2026-02-04,2026-02-05,delivered
247,1222,1,109,2023-01-22,,cancelled
248,604,3,216,2024-02-22,2024-02-24,delivered
249,1047,9,81,2024-06-10,2024-06-15,delivered
250,311,6,299,2023-01-02,2023-01-06,delivered
251,1528,7,183,2025-07-28,,pending
252,1790,1,210,2023-08-04,2023-08-06,delivered
253,1258,6,88,2023-09-12,2023-09-15,shipped
254,1280,2,109,2023-11-08,2023-11-11,delivered
255,1319,8,211,2024-06-25,2024-06-28,delivered
256,184,9,173,2023-03-24,2023-03-25,shipped
257,322,2,101,2023-07-20,2023-07-23,delivered
258,1142,8,241,2023-02-04,2023-02-06,delivered
259,327,3,109,2023-11-18,2023-11-22,delivered
260,697,6,219,2025-05-16,2025-05-18,delivered
261,1886,7,162,2026-06-01,2026-06-05,delivered
262,405,9,68,2026-04-30,2026-05-02,shipped
263,1971,2,140,2024-12-24,2024-12-26,delivered
264,1850,3,137,2023-02-01,2023-02-05,delivered
265,1446,6,106,2025-10-06,2025-10-07,delivered
266,1405,2,12,2024-02-23,2024-02-25,shipped
267,1567,9,113,2025-10-28,2025-10-30,delivered
268,923,8,240,2025-01-22,,cancelled
269,122,7,83,2025-12-24,2025-12-29,delivered
270,577,3,189,2024-02-20,2024-02-24,shipped
271,616,1,32,2023-10-10,2023-10-11,delivered
272,884,3,15,2024-06-10,2024-06-11,delivered
273,660,3,102,2024-05-14,2024-05-16,delivered
274,1133,10,287,2025-10-28,2025-10-29,delivered
275,1323,5,82,2025-12-17,2025-12-22,delivered
276,1881,3,271,2023-07-26,2023-07-27,delivered
277,678,5,91,2024-05-01,,pending
278,753,3,259,2026-06-23,2026-06-25,delivered
279,1612,6,28,2026-02-25,2026-02-27,delivered
280,1034,5,225,2025-02-08,2025-02-12,shipped
281,670,10,237,2023-01-18,2023-01-23,delivered
282,1319,8,161,2023-10-04,2023-10-05,delivered
283,1379,2,233,2024-10-17,2024-10-19,delivered
284,1175,7,56,2024-07-14,2024-07-18,delivered
285,693,9,184,2024-04-06,2024-04-11,delivered
286,861,10,38,2024-03-07,2024-03-09,delivered
287,510,1,60,2023-03-16,2023-03-19,delivered
288,215,5,83,2024-02-15,2024-02-19,delivered
289,234,3,188,2025-11-03,2025-11-04,delivered
290,1333,8,173,2024-04-06,2024-04-10,delivered
291,1148,2,50,2025-11-27,2025-12-02,delivered
292,916,8,47,2024-04-17,2024-04-20,delivered
293,639,10,173,2025-12-27,2025-12-28,delivered
294,1426,10,166,2024-05-08,2024-05-09,delivered
295,1384,5,124,2024-03-13,2024-03-18,delivered
296,995,4,173,2024-01-17,2024-01-19,delivered
297,553,7,282,2024-09-29,2024-10-03,delivered
298,1860,5,292,2024-02-06,2024-02-10,delivered
299,671,4,187,2024-02-02,2024-02-07,delivered
300,1330,8,141,2026-06-08,2026-06-12,shipped
301,314,9,180,2025-02-18,2025-02-19,delivered
302,237,2,224,2025-08-30,2025-09-01,delivered
303,585,2,292,2024-06-12,2024-06-15,delivered
304,510,5,199,2025-03-28,2025-03-30,delivered
305,982,8,168,2023-09-04,,pending
306,1364,9,37,2024-01-23,2024-01-28,shipped
307,1501,2,274,2026-01-07,2026-01-08,delivered
308,812,4,229,2025-01-19,2025-01-20,delivered
309,279,9,26,2023-03-18,2023-03-23,delivered
310,640,7,120,2023-04-09,2023-04-12,delivered
311,1726,10,66,2024-04-19,2024-04-23,delivered
312,1859,7,102,2026-04-03,2026-04-06,delivered
313,308,7,27,2024-06-11,2024-06-13,delivered
314,1518,9,93,2023-05-19,2023-05-21,delivered
315,84,1,212,2026-03-23,2026-03-25,delivered
316,847,5,152,2023-03-05,2023-03-08,delivered
317,1535,6,225,2024-06-29,2024-07-04,delivered
318,562,9,189,2023-10-12,2023-10-17,delivered
319,962,5,50,2024-06-05,2024-06-10,delivered
320,1274,6,262,2024-05-31,2024-06-01,delivered
321,131,1,210,2026-01-05,2026-01-09,delivered
322,133,3,25,2025-08-04,2025-08-05,delivered
323,1756,1,252,2023-03-08,2023-03-10,delivered
324,980,9,290,2024-10-13,2024-10-16,delivered
325,399,10,63,2025-11-04,2025-11-06,delivered
326,1045,5,1,2024-05-06,2024-05-11,delivered
327,764,5,70,2025-11-19,2025-11-23,delivered
328,156,4,115,2026-05-19,2026-05-23,delivered
329,1506,5,38,2025-02-10,2025-02-12,shipped
330,13,9,1,2025-06-06,,pending
331,1256,5,131,2024-07-08,2024-07-12,delivered
332,1276,4,52,2024-01-14,2024-01-18,delivered
333,771,1,101,2023-08-28,2023-08-31,delivered
334,880,10,114,2023-12-16,2023-12-20,delivered
335,100,7,183,2026-04-08,2026-04-10,delivered
336,483,9,22,2025-10-11,,cancelled
337,1692,2,224,2024-10-24,2024-10-28,delivered
338,1078,2,94,2025-07-15,2025-07-17,delivered
339,829,5,154,2024-11-01,2024-11-03,delivered
340,124,9,140,2025-02-15,2025-02-16,delivered
341,599,5,50,2024-06-29,2024-06-30,delivered
342,1370,6,220,2025-10-11,2025-10-15,delivered
343,1525,8,115,2024-02-16,2024-02-19,delivered
344,639,6,251,2024-04-07,2024-04-12,delivered
345,1459,7,227,2026-03-22,2026-03-24,delivered
346,148,7,156,2025-08-24,2025-08-25,delivered
347,476,6,18,2024-12-01,2024-12-04,delivered
348,247,10,242,2025-06-20,2025-06-24,delivered
349,311,6,212,2023-01-12,2023-01-16,delivered
350,295,7,95,2024-03-20,2024-03-21,delivered
351,846,7,147,2026-02-27,2026-03-01,delivered
352,535,4,93,2023-10-20,2023-10-23,shipped
353,1692,10,213,2025-04-16,2025-04-18,delivered
354,1661,6,265,2024-05-03,2024-05-06,shipped
355,1168,10,23,2025-02-09,,cancelled
356,1498,6,108,2025-12-05,2025-12-07,delivered
357,1438,10,22,2023-08-05,2023-08-10,delivered
358,775,4,298,2026-06-20,2026-06-25,delivered
359,426,8,33,2026-03-04,2026-03-06,delivered
360,228,3,65,2024-11-11,2024-11-13,delivered
361,1164,2,233,2025-11-01,2025-11-02,delivered
362,1984,7,21,2023-01-08,2023-01-12,delivered
363,1319,10,107,2024-02-08,2024-02-11,delivered
364,779,4,194,2025-07-16,2025-07-21,delivered
365,1683,1,55,2023-11-19,2023-11-21,delivered
366,1397,7,197,2024-02-13,2024-02-15,delivered
367,1761,5,254,2023-12-16,2023-12-17,shipped
368,605,3,99,2025-06-07,2025-06-11,delivered
369,1847,2,50,2024-08-25,2024-08-27,delivered
370,281,9,161,2026-05-16,2026-05-21,shipped
371,288,5,220,2024-08-28,2024-08-29,delivered
372,858,1,293,2025-09-30,2025-10-04,shipped
373,1025,5,150,2026-06-09,2026-06-11,delivered
374,1870,3,92,2026-03-24,2026-03-29,shipped
375,431,3,136,2023-08-07,2023-08-12,delivered
376,1263,8,276,2023-12-08,2023-12-09,shipped
377,1513,9,90,2026-07-09,2026-07-11,delivered
378,949,1,242,2024-05-19,2024-05-23,delivered
379,1813,2,5,2026-03-23,2026-03-24,delivered
380,220,3,186,2024-06-21,2024-06-22,delivered
381,184,1,110,2024-02-13,2024-02-14,delivered
382,1841,9,71,2024-02-25,2024-02-28,delivered
383,136,6,240,2024-10-12,2024-10-14,delivered
384,1333,1,181,2026-02-09,2026-02-14,shipped
385,1240,8,203,2023-09-22,2023-09-25,shipped
386,54,5,139,2023-12-19,2023-12-23,delivered
387,526,8,195,2023-02-03,2023-02-04,delivered
388,1929,9,104,2024-06-12,2024-06-16,delivered
389,1775,9,77,2025-09-15,,cancelled
390,1070,8,257,2023-10-05,2023-10-08,delivered
391,629,2,18,2023-10-18,2023-10-20,delivered
392,606,3,228,2023-12-10,,pending
393,365,6,110,2025-03-27,2025-03-31,delivered
394,1747,6,183,2024-10-03,2024-10-05,delivered
395,937,7,127,2024-05-13,2024-05-16,delivered
396,1484,8,23,2026-04-30,2026-05-05,delivered
397,711,10,258,2025-05-30,2025-05-31,delivered
398,399,9,90,2023-01-28,2023-01-30,delivered
399,1126,4,192,2023-09-26,2023-09-30,delivered
400,1511,9,224,2025-11-28,2025-12-01,delivered
401,1290,5,253,2023-06-07,2023-06-08,delivered
402,1713,3,272,2024-03-03,2024-03-05,delivered
403,1699,6,26,2023-11-03,,cancelled
404,103,6,99,2026-04-18,2026-04-21,delivered
405,1854,4,287,2024-04-30,2024-05-04,delivered
406,1700,7,16,2025-07-01,2025-07-06,delivered
407,1879,4,153,2025-12-10,2025-12-13,delivered
408,687,10,212,2023-02-13,2023-02-15,shipped
409,837,2,247,2024-04-05,2024-04-08,delivered
410,1026,4,207,2024-02-15,,cancelled
411,5,4,262,2023-05-04,2023-05-07,delivered
412,485,5,231,2024-08-16,2024-08-18,delivered
413,957,8,17,2025-01-27,2025-02-01,delivered
414,44,10,260,2025-09-15,2025-09-18,delivered
415,1756,7,197,2023-07-24,2023-07-29,shipped
416,555,3,24,2026-05-13,2026-05-14,delivered
417,342,2,74,2024-04-02,2024-04-05,delivered
418,1550,5,151,2026-05-15,2026-05-17,delivered
419,416,4,68,2023-12-31,2024-01-01,delivered
420,63,9,166,2023-04-11,2023-04-14,delivered
421,277,7,145,2024-07-26,,cancelled
422,483,2,72,2023-03-21,2023-03-23,delivered
423,165,2,195,2023-08-27,2023-08-30,delivered
424,1987,4,93,2024-01-23,2024-01-24,delivered
425,739,2,292,2023-05-13,2023-05-16,delivered
426,315,8,47,2023-01-03,2023-01-07,delivered
427,333,1,219,2024-02-18,2024-02-19,delivered
428,1939,3,286,2025-04-27,2025-04-28,delivered
429,1838,1,186,2023-07-09,2023-07-12,delivered
430,1536,6,219,2023-02-15,2023-02-20,shipped
431,1477,10,63,2026-06-22,2026-06-27,delivered
432,1371,1,188,2024-04-25,2024-04-26,delivered
433,77,4,88,2024-11-23,2024-11-27,delivered
434,316,4,297,2025-06-02,2025-06-05,delivered
435,1971,5,11,2024-01-13,2024-01-14,shipped
436,125,5,119,2025-04-23,2025-04-28,delivered
437,1564,9,211,2025-01-29,2025-01-30,shipped
438,1626,8,150,2023-07-12,2023-07-16,delivered
439,1499,4,44,2025-12-25,2025-12-29,shipped
440,1399,6,251,2024-11-15,2024-11-17,delivered
441,608,4,249,2025-06-21,2025-06-26,delivered
442,869,1,264,2023-07-19,2023-07-21,delivered
443,1790,3,264,2024-05-31,2024-06-01,delivered
444,434,1,246,2025-09-06,2025-09-11,delivered
445,870,10,142,2024-02-25,2024-02-28,delivered
446,1326,4,292,2024-02-03,2024-02-06,delivered
447,721,3,146,2023-03-13,2023-03-17,delivered
448,939,1,98,2023-04-18,2023-04-20,shipped
449,1269,1,83,2023-11-01,2023-11-06,delivered
450,1891,1,180,2026-07-08,2026-07-10,delivered
451,634,5,217,2023-01-13,2023-01-16,delivered
452,117,3,116,2023-09-05,2023-09-07,delivered
453,1994,3,29,2023-10-05,2023-10-09,delivered
454,1969,9,216,2025-02-09,,pending
455,691,1,18,2026-05-09,2026-05-13,delivered
456,868,5,4,2024-10-12,2024-10-17,delivered
457,414,10,246,2023-12-06,2023-12-11,delivered
458,903,10,162,2026-01-22,2026-01-26,delivered
459,1023,2,31,2023-08-08,2023-08-09,delivered
460,1406,10,232,2026-06-20,2026-06-25,shipped
461,189,6,70,2026-05-19,2026-05-24,delivered
462,1678,3,281,2024-10-22,2024-10-24,delivered
463,915,6,144,2023-03-30,2023-04-04,delivered
464,784,4,43,2024-05-31,2024-06-04,delivered
465,1059,7,250,2025-11-11,2025-11-16,delivered
466,1728,10,32,2024-09-20,2024-09-21,delivered
467,28,4,63,2026-05-24,2026-05-27,delivered
468,607,2,239,2023-11-08,2023-11-11,delivered
469,924,1,274,2026-05-26,2026-05-30,delivered
470,1936,5,286,2024-01-28,2024-02-02,delivered
471,1972,4,135,2023-05-30,2023-05-31,delivered
472,304,2,189,2024-12-26,2024-12-27,shipped
473,1,4,23,2025-11-09,2025-11-10,delivered
474,557,7,224,2025-10-31,2025-11-04,delivered
475,837,1,178,2026-06-27,2026-07-02,delivered
476,1408,4,237,2023-07-21,2023-07-25,delivered
477,438,1,274,2023-07-28,2023-07-30,delivered
478,30,1,106,2025-08-18,2025-08-21,delivered
479,1426,5,241,2023-08-13,2023-08-14,shipped
480,1685,8,132,2025-01-11,2025-01-14,delivered
481,968,2,68,2026-06-25,2026-06-29,delivered
482,1111,1,146,2025-09-03,2025-09-04,delivered
483,1713,5,155,2023-06-28,2023-07-03,shipped
484,1979,10,228,2025-06-19,2025-06-21,delivered
485,1644,1,103,2023-01-10,2023-01-13,delivered
486,538,2,282,2025-10-18,2025-10-21,delivered
487,712,10,107,2025-10-19,2025-10-23,delivered
488,1905,5,201,2025-01-12,2025-01-13,shipped
489,232,5,15,2024-04-17,2024-04-20,delivered
490,1289,1,96,2024-05-08,2024-05-11,delivered
491,407,6,273,2024-08-16,2024-08-17,delivered
492,1207,3,292,2025-09-18,2025-09-22,shipped
493,89,6,106,2025-06-14,2025-06-18,delivered
494,802,9,145,2023-01-08,2023-01-12,delivered
495,931,5,6,2026-02-09,2026-02-10,delivered
496,881,5,208,2026-02-28,2026-03-04,delivered
497,231,7,188,2026-04-28,2026-05-02,delivered
498,1307,5,41,2026-04-10,2026-04-12,delivered
499,481,10,281,2025-11-01,2025-11-04,delivered
500,163,7,271,2023-07-16,2023-07-18,delivered
501,168,1,72,2024-05-09,2024-05-10,delivered
502,1211,5,108,2026-04-18,2026-04-20,delivered
503,69,6,19,2026-03-28,,pending
504,1651,5,161,2026-03-29,,pending
505,411,2,276,2025-09-06,2025-09-07,shipped
506,1362,4,183,2025-05-27,2025-05-30,delivered
507,753,9,232,2023-06-19,2023-06-24,delivered
508,580,9,209,2024-11-01,2024-11-06,delivered
509,1136,7,213,2023-06-01,2023-06-04,delivered
510,549,8,19,2026-05-21,2026-05-24,shipped
511,313,6,120,2025-01-14,2025-01-19,delivered
512,116,7,105,2023-04-13,2023-04-14,shipped
513,399,4,30,2025-03-16,2025-03-19,delivered
514,534,10,10,2024-05-05,,cancelled
515,157,7,268,2023-04-19,2023-04-21,delivered
516,652,8,284,2023-05-03,2023-05-06,delivered
517,670,2,241,2024-09-18,,pending
518,922,7,203,2026-04-24,2026-04-27,delivered
519,1234,7,289,2023-04-19,2023-04-22,delivered
520,159,8,236,2024-05-05,2024-05-10,delivered
521,204,2,80,2025-08-09,2025-08-12,shipped
522,1979,8,120,2025-10-07,,cancelled
523,1873,10,232,2025-12-04,2025-12-07,delivered
524,1269,3,135,2025-01-20,2025-01-25,delivered
525,1933,2,211,2026-07-28,,pending
526,1136,1,235,2025-02-16,2025-02-19,delivered
527,475,5,92,2023-11-03,,cancelled
528,1835,2,208,2026-07-05,2026-07-08,delivered
529,801,8,291,2023-12-03,2023-12-07,delivered
530,251,1,85,2024-09-11,2024-09-14,shipped
531,300,4,118,2025-11-17,2025-11-21,delivered
532,380,9,121,2025-11-24,2025-11-25,delivered
533,954,3,236,2026-05-26,2026-05-31,delivered
534,1687,2,18,2024-03-11,2024-03-16,delivered
535,1068,8,17,2025-10-18,2025-10-23,delivered
536,948,9,44,2024-07-24,2024-07-26,delivered
